Race	Rnk	Rider	Team	UCI	Pnt	Time
BKC	14	 Hofstetter Hugo	NSN Cycling Team	10	14	,,
BKC	15	 Dainese Alberto	Soudal Quick-Step	10	12	,,
BKC	16	 Dupont Timothy	Tarteletto - Isorex	6	10	,,
BKC	17	 Darder Sergi	Caja Rural - Seguros RGA	6	9	,,
BKC	18	 Giddings Joshua	Lotto Intermarché	6	8	,,
BKC	19	 Liepiņš Emīls	Pinarello Q36.5 Pro Cycling Team	6	7	,,
BKC	20	 Jeannière Emilien	TotalEnergies	6	6	,,
BKC	21	 Sentjens Sente	Alpecin-Premier Tech	6	5	,,
BKC	22	 Biesterbos Frits	Team Picnic PostNL	6	4	,,
BKC	23	 Kogut Oded	NSN Cycling Team	6	3	,,
BKC	24	 Oliver Ben	Modern Adventure Pro Cycling	6	2	,,
BKC	25	 Penhoët Paul	Groupama - FDJ United	6	1	,,
BKC	26	 Huens Axel	Groupama - FDJ United	5		,,
BKC	27	 Parisini Nicolò	Pinarello Q36.5 Pro Cycling Team	5		,,
BKC	28	 Einhorn Itamar	NSN Cycling Team	5		,,
BKC	29	 Reinders Elmar	Unibet Rose Rockets	5		00:04
BKC	30	 Lampaert Yves	Soudal Quick-Step	5		00:05
BKC	31	 Blikra Erlend	Uno-X Mobility	3		,,
BKC	32	 Moonen Zeno	Tarteletto - Isorex	3		,,
BKC	33	 Plowright Jensen	Alpecin-Premier Tech	3		,,
BKC	34	 Braet Vito	Lotto Intermarché	3		,,
BKC	35	 Johansen Julius	UAE Team Emirates - XRG	3		,,
BKC	36	 Crabbe Tom	Team Flanders - Baloise	3		,,
BKC	37	 Van Tricht Stan	Soudal Quick-Step	3		,,
BKC	38	 Pidcock Joseph	Pinarello Q36.5 Pro Cycling Team	3		,,
BKC	39	 Barthe Cyril	Groupama - FDJ United	3		,,
BKC	40	 Paardekooper Thijmen	VolkerWessels Cycling Team	3		00:11
BKC	41	 Bolle Bert	VolkerWessels Cycling Team			00:14
BKC	42	 Page Hugo	Cofidis			00:16
BKC	43	 Delle Vedove Alessio	XDS Astana Team			00:18
BKC	44	 Walscheid Max	Lidl - Trek			00:20
BKC	45	 Pedersen Henrik	Uno-X Mobility			,,
BKC	46	 Manzin Lorrenzo	TotalEnergies			00:24
BKC	47	 Lienhard Fabian	Tudor Pro Cycling Team			00:25
BKC	48	 Raisberg Nadav	NSN Cycling Team			00:28
BKC	49	 van der Werff Thom	Team Picnic PostNL			00:30
BKC	50	 Bower Lewis	Groupama - FDJ United			,,
BKC	51	 Lauryssen Yorben	Tarteletto - Isorex			,,
BKC	52	 Santy Arne	Tarteletto - Isorex			,,
BKC	53	 Sorarrain Gorka	Caja Rural - Seguros RGA			,,
BKC	54	 Torney Artuur	Team Flanders - Baloise			,,
BKC	55	 Deweirdt Siebe	Team Flanders - Baloise			,,
BKC	56	 Boulahoite Rayan	TotalEnergies			,,
BKC	57	 Urianstad Bugge Martin	Uno-X Mobility			,,
BKC	58	 Maas Jan	Cofidis			,,
BKC	59	 Oliveira Rui	UAE Team Emirates - XRG			00:34
BKC	60	 Giaimi Luca	UAE Team Emirates - XRG			,,
BKC	61	 Roosen Timo	Team Picnic PostNL			,,
BKC	62	 Leroux Samuel	TotalEnergies			,,
BKC	63	 Gachignard Thomas	TotalEnergies			,,
BKC	64	 Agnoletto Blake	Groupama - FDJ United			,,
BKC	65	 McKenzie Hamish	Team Jayco AlUla			,,
BKC	66	 Van Tricht Floris	NSN Cycling Team			,,
BKC	67	 Gelders Gil	Soudal Quick-Step			,,
BKC	68	 Van Asbroeck Tom	NSN Cycling Team			,,
BKC	69	 Teutenberg Tim Torn	Lidl - Trek			00:39
BKC	70	 Feldmann Karsten Larsen	Unibet Rose Rockets			00:42
BKC	71	 Müller Tobias	Unibet Rose Rockets			,,
BKC	72	 Bévort Carl-Frederik	Uno-X Mobility			,,
BKC	73	 Kerckhaert Jochem	BEAT CC p/b Saxo			00:44
BKC	74	 Beullens Cedric	Lotto Intermarché			,,
BKC	75	 Mezgec Luka	Team Jayco AlUla			,,
BKC	76	 Coppens Michiel	BEAT CC p/b Saxo			,,
BKC	77	 Mikutis Aivaras	Tudor Pro Cycling Team			,,
BKC	78	 Taminiaux Lionel	Lotto Intermarché			,,
BKC	79	 Ibáñez Javier	Caja Rural - Seguros RGA			00:49
BKC	80	 Van den Haute Milan	Team Flanders - Baloise			,,
BKC	81	 Belmans Lennert	Alpecin-Premier Tech			00:53
BKC	82	 Uhlig Henri	Alpecin-Premier Tech			,,
BKC	83	 Svarre Tobias	Uno-X Mobility			00:55
BKC	84	 Ingebrigtsen Storm	Uno-X Mobility			,,
BKC	85	 Crockett Finn	VolkerWessels Cycling Team			,,
BKC	86	 Mouris Wessel	Unibet Rose Rockets			,,
BKC	87	 Desal Ceriel	Soudal Quick-Step			00:57
BKC	88	 De Pooter Dries	Team Jayco AlUla			,,
BKC	89	 Vervenne Jonathan	Soudal Quick-Step			,,
BKC	90	 Livyns Arjen	XDS Astana Team			,,
BKC	91	 Donaldson Robert	Team Jayco AlUla			01:09
BKC	92	 De Bondt Dries	Team Jayco AlUla			,,
BKC	93	 Politt Nils	UAE Team Emirates - XRG			01:12
BKC	94	 Vergaerde Otto	Lidl - Trek			,,
BKC	95	 Tene Rotem	NSN Cycling Team			,,
BKC	96	 Scala Hugo	Modern Adventure Pro Cycling			,,
BKC	97	 Bayer Tobias	Alpecin-Premier Tech			01:16
BKC	98	 Stockman Abram	Unibet Rose Rockets			,,
BKC	99	 De Gendt Aimé	Pinarello Q36.5 Pro Cycling Team			,,
BKC	100	 Charret Camille	Cofidis			,,
BKC	101	 Hvideberg Jonas Hem	Uno-X Mobility			,,
BKC	102	 Renard-Haquin Henri-François	Team Picnic PostNL			,,
BKC	103	 Debeaumarché Nicolas	Cofidis			,,
BKC	104	 Frison Frederik	Pinarello Q36.5 Pro Cycling Team			,,
BKC	105	 Geeraerts Ferre	Team Flanders - Baloise			01:23
BKC	106	 Goossens Simon	Alpecin-Premier Tech			,,
BKC	107	 Vangheluwe Warre	Soudal Quick-Step			01:33
BKC	108	 van Sintmaartensdijk Roel	Lotto Intermarché			,,
BKC	109	 van Sintmaartensdijk Daan	BEAT CC p/b Saxo			,,
BKC	110	 Marchand Gianni 	Tarteletto - Isorex			01:42
BKC	111	 Pedersen Martin	Lidl - Trek			01:48
BKC	112	 Milan Matteo	Groupama - FDJ United			,,
BKC	113	 Fontaine Titouan	Groupama - FDJ United			,,
BKC	114	 Vercouillie Victor 	Team Flanders - Baloise			,,
BKC	115	 Killy Jonah	Tarteletto - Isorex			,,
BKC	116	 Laengen Vegard Stake	UAE Team Emirates - XRG			,,
BKC	117	 Eising Tijmen	BEAT CC p/b Saxo			01:51
BKC	118	 Kolze Changizi Sebastian	Tudor Pro Cycling Team			02:14
BKC	119	 Rasenberg Martijn	Unibet Rose Rockets			,,
BKC	120	 Dissel Bram	BEAT CC p/b Saxo			,,
BKC	121	 Moschetti Matteo	Pinarello Q36.5 Pro Cycling Team			,,
BKC	122	 Kroonen Max 	BEAT CC p/b Saxo			,,
BKC	123	 Jakobsen Fabio	Team Picnic PostNL			,,
BKC	124	 Vadic Baptiste	TotalEnergies			02:26
BKC	125	 McDonald Brody	Modern Adventure Pro Cycling			02:27
BKC	126	 Caudell Ezra	Modern Adventure Pro Cycling			,,
BKC	127	 Larronde Ellande	Caja Rural - Seguros RGA			02:35
BKC	128	 Vermoote Jelle	Tarteletto - Isorex			02:52
BKC	129	 Álvarez Héctor	Lidl - Trek			03:18
BKC	130	 Wright Paul	Modern Adventure Pro Cycling			04:18
BKC	131	 Ørn-Kristoff Felix	Lotto Intermarché			04:41
BKC	DNF	 Leitão Iúri	Caja Rural - Seguros RGA			
BKC	DNF	 Villar Iker	Caja Rural - Seguros RGA			
BKC	DNF	 Otruba Jakub	Caja Rural - Seguros RGA			
BKC	DNF	 Krijnsen Jelte	Team Jayco AlUla			
BKC	DNF	 Withen Philipsen Albert	Lidl - Trek			
BKC	DNF	 Su Haoyu	XDS Astana Team			
BKC	DNF	 Wang Gustav	XDS Astana Team			
BKC	DNF	 Bennett Sam	Pinarello Q36.5 Pro Cycling Team			
BKC	DNF	 van Rees Christiaan	Team Picnic PostNL			
BKC	DNF	 Vandenbranden Noah	Team Flanders - Baloise			
BKC	DNF	 Guillemette Mathias	Tudor Pro Cycling Team			
BKC	DNF	 Hulsmans Senne	VolkerWessels Cycling Team			
BKC	DNF	 Gademan Sam	VolkerWessels Cycling Team			
BKC	DNF	 Claeys Robbe	VolkerWessels Cycling Team			
BKC	DNF	 Brinkman Joost	VolkerWessels Cycling Team			
BKC	DNF	 Boardman Samuel	Modern Adventure Pro Cycling			
BKC	DNS	 Romele Alessandro	XDS Astana Team			
BKC	DNS	 McGill Scott	Modern Adventure Pro Cycling			
PN	1	 Godon Dorian	INEOS Grenadiers	60	50	01:01:48
PN	2	 Girmay Biniam	NSN Cycling Team	40	30	,,
PN	3	 Bol Cees	Decathlon CMA CGM Team	30	18	,,
PN	4	 Pithie Laurence	Red Bull - BORA - hansgrohe	25	13	,,
PN	5	 Lamperti Luke	EF Education - EasyPost	20	10	,,
PN	6	 Teunissen Mike	XDS Astana Team	15	7	,,
PN	7	 Plowright Jensen	Alpecin-Premier Tech	10	4	,,
PN	8	 Stuyven Jasper	Soudal Quick-Step	8	3	,,
PN	9	 Trentin Matteo	Tudor Pro Cycling Team	5	2	,,
PN	10	 Watson Samuel	INEOS Grenadiers	2	1	,,
PN	11	 Coquard Bryan	Cofidis			,,
PN	12	 Fedorov Yevgeniy	XDS Astana Team			,,
PN	13	 de Jong Timo	Team Picnic PostNL			,,
PN	14	 Van Boven Luca	Lotto Intermarché			,,
PN	15	 Russo Clément	Groupama - FDJ United			,,
PN	16	 Zingle Axel	Team Visma | Lease a Bike			,,
PN	17	 Geens Jonas	Alpecin-Premier Tech			,,
PN	18	 Vauquelin Kévin	INEOS Grenadiers			,,
PN	19	 Steinhauser Georg	EF Education - EasyPost			,,
PN	20	 Rondel Mathys	Tudor Pro Cycling Team			,,
PN	21	 Van Asbroeck Tom	NSN Cycling Team			,,
PN	22	 Barta Will	Tudor Pro Cycling Team			,,
PN	23	 Izagirre Ion	Cofidis			,,
PN	24	 Vacek Mathias	Lidl - Trek			,,
PN	25	 Milesi Lorenzo	Movistar Team			,,
PN	26	 Dujardin Sandy	TotalEnergies			,,
PN	27	 Tarling Joshua	INEOS Grenadiers			,,
PN	28	 Jacobs Johan	Groupama - FDJ United			,,
PN	29	 Tiller Rasmus	Uno-X Mobility			,,
PN	30	 Aular Orluis	Movistar Team			,,
PN	31	 Kragh Andersen Søren	Lidl - Trek			,,
PN	32	 Haller Marco	Tudor Pro Cycling Team			,,
PN	33	 Askey Lewis	NSN Cycling Team			,,
PN	34	 Van den Bossche Fabio	Soudal Quick-Step			,,
PN	35	 De Pestel Sander	Decathlon CMA CGM Team			,,
PN	36	 Asgreen Kasper	EF Education - EasyPost			,,
PN	37	 Pacher Quentin	Groupama - FDJ United			,,
PN	38	 Chamberlain Oscar	Decathlon CMA CGM Team			,,
PN	39	 Vlasov Aleksandr	Red Bull - BORA - hansgrohe			,,
PN	40	 Kämna Lennard	Lidl - Trek			,,
PN	41	 Naberman Tim	Team Picnic PostNL			,,
PN	42	 Prodhomme Nicolas	Decathlon CMA CGM Team			,,
PN	43	 Louvel Matis	NSN Cycling Team			,,
PN	44	 Vercher Mattéo	TotalEnergies			,,
PN	45	 Rodríguez Carlos	INEOS Grenadiers			,,
PN	46	 Paret-Peintre Valentin	Soudal Quick-Step			,,
PN	47	 Cavagna Rémi	Groupama - FDJ United			,,
PN	48	 Gamper Patrick	Team Jayco AlUla			,,
PN	49	 Hamilton Chris	Team Picnic PostNL			,,
PN	50	 Martínez Daniel Felipe	Red Bull - BORA - hansgrohe			,,
PN	51	 Oliveira Ivo	UAE Team Emirates - XRG			,,
PN	52	 Politt Nils	UAE Team Emirates - XRG			,,
PN	53	 Arrieta Igor	UAE Team Emirates - XRG			,,
PN	54	 Caruso Damiano	Bahrain - Victorious			,,
PN	55	 Soler Marc	UAE Team Emirates - XRG			,,
PN	56	 Martinez Juan Guillermo	Team Picnic PostNL			,,
PN	57	 Delettre Alexandre	TotalEnergies			,,
PN	58	 Martinez Lenny	Bahrain - Victorious			,,
PN	59	 Molard Rudy	Groupama - FDJ United			,,
PN	60	 Vingegaard Jonas	Team Visma | Lease a Bike			,,
PN	61	 Delbove Joris	TotalEnergies			,,
PN	62	 Costiou Ewen	Groupama - FDJ United			,,
PN	63	 Campenaerts Victor	Team Visma | Lease a Bike			,,
PN	64	 Donaldson Robert	Team Jayco AlUla			,,
PN	65	 Leknessund Andreas	Uno-X Mobility			,,
PN	66	 Marsman Tim 	Alpecin-Premier Tech			,,
PN	67	 Løland Sakarias Koller	Uno-X Mobility			,,
PN	68	 Debruyne Ramses	Alpecin-Premier Tech			,,
PN	69	 Blume Levy William	Uno-X Mobility			,,
PN	70	 Sütterlin Jasha	Team Jayco AlUla			,,
PN	71	 Rutsch Jonas	Lotto Intermarché			,,
PN	72	 Dauphin Florian	TotalEnergies			,,
PN	73	 Rouland Louis	Cofidis			,,
PN	74	 Gradek Kamil	Bahrain - Victorious			,,
PN	75	 Bauhaus Phil	Bahrain - Victorious			,,
PN	76	 Boivin Guillaume	NSN Cycling Team			,,
PN	77	 de la Cruz David	Pinarello Q36.5 Pro Cycling Team			,,
PN	78	 Zukowsky Nickolas	Pinarello Q36.5 Pro Cycling Team			,,
PN	79	 Denz Nico	Red Bull - BORA - hansgrohe			02:04
PN	80	 Affini Edoardo	Team Visma | Lease a Bike			02:08
PN	81	 Kelderman Wilco	Team Visma | Lease a Bike			,,
PN	82	 Baudin Alex	EF Education - EasyPost			*0:00
PN	83	 Armirail Bruno	Team Visma | Lease a Bike			02:08
PN	84	 van Dijke Mick	Red Bull - BORA - hansgrohe			,,
PN	85	 Pedersen Casper	Soudal Quick-Step			,,
PN	86	 Cras Steff	Soudal Quick-Step			*0:00
PN	87	 Walker Max	EF Education - EasyPost			02:08
PN	88	 Thornley Callum	Red Bull - BORA - hansgrohe			,,
PN	89	 Le Berre Mathis	TotalEnergies			*0:00
PN	90	 Bissegger Stefan	Decathlon CMA CGM Team			*,,
PN	91	 MacKellar Alastair	EF Education - EasyPost			02:18
PN	92	 Grignard Sébastien	Lotto Intermarché			,,
PN	93	 Thomas Benjamin	Cofidis			02:31
PN	94	 Houcou Emmanuel	Pinarello Q36.5 Pro Cycling Team			*0:00
PN	95	 Sheehan Riley	NSN Cycling Team			*,,
PN	96	 Cepeda Jefferson Alveiro	Movistar Team			02:39
PN	97	 Vinokurov Nicolas	XDS Astana Team			*0:00
PN	98	 Scotson Callum	Decathlon CMA CGM Team			02:54
PN	99	 Kluckers Arthur	Tudor Pro Cycling Team			03:02
PN	100	 van Bekkum Darren	XDS Astana Team			*0:00
PN	101	 Mullen Ryan	NSN Cycling Team			03:07
PN	102	 Söderqvist Jakob	Lidl - Trek			*0:00
PN	103	 Hessmann Michel	Movistar Team			03:35
PN	104	 Giddings Joshua	Lotto Intermarché			04:14
PN	105	 Kwiatkowski Michał	INEOS Grenadiers			04:48
PN	106	 Braet Vito	Lotto Intermarché			*0:00
PN	107	 Kirsch Alex	Cofidis			05:11
PN	108	 Herregodts Rune	UAE Team Emirates - XRG			06:40
PN	109	 Tejada Harold	XDS Astana Team			*0:00
PN	110	 Conci Nicola	XDS Astana Team			*,,
PN	DNS	 Turgis Anthony	TotalEnergies			
PN	DNS	 Kanter Max	XDS Astana Team			
PN	DNS	 De Gendt Aimé	Pinarello Q36.5 Pro Cycling Team			
PN	DNS	 Frison Frederik	Pinarello Q36.5 Pro Cycling Team			
PN	DNS	 Eenkhoorn Pascal	Soudal Quick-Step			
PN	DNS	 Roosen Timo	Team Picnic PostNL			
PN	DNS	 van Dijke Tim	Red Bull - BORA - hansgrohe			
PN	DNS	 Bystrøm Sven Erik	Uno-X Mobility			
PN	DNS	 Menten Milan	Lotto Intermarché			
PN	DNS	 Arndt Nikias	Bahrain - Victorious			
PN	DNS	 van den Berg Marijn	EF Education - EasyPost			
PN	DNS	 Kelemen Petr	Tudor Pro Cycling Team			
TA	1	 Milan Jonathan	Lidl - Trek	60 -15	50	03:04:54
TA	2	 Welsford Sam	INEOS Grenadiers	40	30	,,
TA	3	 Rex Laurenz	Soudal Quick-Step	30	18	,,
TA	4	 Kogut Oded	NSN Cycling Team	25	13	,,
TA	5	 Bittner Pavel	Team Picnic PostNL	20	10	,,
TA	6	 Andresen Tobias Lund	Decathlon CMA CGM Team	15	7	,,
TA	7	 Foldager Anders	Team Jayco AlUla	10	4	,,
TA	8	 De Lie Arnaud	Lotto Intermarché	8	3	,,
TA	9	 Lonardi Giovanni	Team Polti VisitMalta	5	2	,,
TA	10	 García Cortina Iván	Movistar Team	2	1	,,
TA	11	 Silva Guillermo Thomas 	XDS Astana Team	-25		,,
TA	12	 Mozzato Luca	Tudor Pro Cycling Team			,,
TA	13	 Froidevaux Robin	Tudor Pro Cycling Team			,,
TA	14	 Barceló Fernando	Caja Rural - Seguros RGA			,,
TA	15	 Magli Filippo	Bardiani CSF 7 Saber			,,
TA	16	 Oldani Stefano	Caja Rural - Seguros RGA			,,
TA	17	 Zambanini Edoardo	Bahrain - Victorious			,,
TA	18	 Theuns Edward	Lidl - Trek	-15		,,
TA	19	 González David	Pinarello Q36.5 Pro Cycling Team			,,
TA	20	 González Roberto Carlos 	Solution Tech NIPPO Rali			,,
TA	21	 Gogl Michael	Alpecin-Premier Tech			,,
TA	22	 Vendrame Andrea	Team Jayco AlUla			,,
TA	23	 Van Gestel Dries	Soudal Quick-Step			,,
TA	24	 Pinarello Alessandro	NSN Cycling Team			,,
TA	25	 Bonneu Kamiel	Solution Tech NIPPO Rali			,,
TA	26	 Sheffield Magnus	INEOS Grenadiers			,,
TA	27	 Jorgenson Matteo	Team Visma | Lease a Bike			,,
TA	28	 De Bondt Dries	Team Jayco AlUla			,,
TA	29	 Hatherly Alan	Team Jayco AlUla			,,
TA	30	 Berckmoes Jenno	Lotto Intermarché			,,
TA	31	 Naesen Oliver	Decathlon CMA CGM Team			,,
TA	32	 Romo Javier	Movistar Team			,,
TA	33	 Molenaar Alex	Caja Rural - Seguros RGA			,,
TA	34	 Balmer Alexandre	Solution Tech NIPPO Rali			,,
TA	35	 Ciccone Giulio	Lidl - Trek			,,
TA	36	 Bettiol Alberto	XDS Astana Team			,,
TA	37	 Bais Davide	Team Polti VisitMalta			,,
TA	38	 Ganna Filippo	INEOS Grenadiers			,,
TA	39	 Healy Ben	EF Education - EasyPost			,,
TA	40	 Del Grosso Tibor	Alpecin-Premier Tech			,,
TA	41	 Hayter Ethan	Soudal Quick-Step			,,
TA	42	 Champoussin Clément	XDS Astana Team			,,
TA	43	 Maestri Mirco	Team Polti VisitMalta			,,
TA	44	 Roglič Primož	Red Bull - BORA - hansgrohe			,,
TA	45	 Calzoni Walter	Pinarello Q36.5 Pro Cycling Team			,,
TA	46	 Johannessen Tobias Halland	Uno-X Mobility			,,
TA	47	 Buitrago Santiago	Bahrain - Victorious			,,
TA	48	 Braz Afonso Clément	Groupama - FDJ United			,,
TA	49	 Pellizzari Giulio	Red Bull - BORA - hansgrohe			,,
TA	50	 Bagioli Andrea	Lidl - Trek			,,
TA	51	 Abrahamsen Jonas	Uno-X Mobility			,,
TA	52	 Covi Alessandro	Team Jayco AlUla			,,
TA	53	 Crescioli Ludovico	Team Polti VisitMalta			,,
TA	54	 Toneatti Davide	XDS Astana Team			,,
TA	55	 Gautherat Pierre	Decathlon CMA CGM Team			,,
TA	56	 Tiberi Antonio	Bahrain - Victorious			,,
TA	57	 Tolio Alex	Bardiani CSF 7 Saber			,,
TA	58	 Bais Mattia	Team Polti VisitMalta			,,
TA	59	 Donovan Mark	Pinarello Q36.5 Pro Cycling Team			,,
TA	60	 Schrettl Marco	XDS Astana Team			,,
TA	61	 Germani Lorenzo	Groupama - FDJ United			,,
TA	62	 Quintana Nairo	Movistar Team			,,
TA	63	 Storer Michael	Tudor Pro Cycling Team			,,
TA	64	 Degenkolb John	Team Picnic PostNL			,,
TA	65	 Hoelgaard Markus	Uno-X Mobility			,,
TA	66	 Zimmermann Georg	Lotto Intermarché			,,
TA	67	 Skaarseth Anders	Uno-X Mobility			,,
TA	68	 Kuzmin Anton	XDS Astana Team			,,
TA	69	 Samudio Carlos	Solution Tech NIPPO Rali			,,
TA	70	 Carapaz Richard	EF Education - EasyPost			,,
TA	71	 Johannessen Anders Halland	Uno-X Mobility			,,
TA	72	 Valgren Michael	EF Education - EasyPost			,,
TA	73	 Arensman Thymen	INEOS Grenadiers			,,
TA	74	 Swift Connor	INEOS Grenadiers			,,
TA	75	 Frigo Marco	NSN Cycling Team			,,
TA	76	 van den Berg Julius	Team Picnic PostNL			,,
TA	77	 Hindley Jai	Red Bull - BORA - hansgrohe			,,
TA	78	 Smith Dion	NSN Cycling Team			,,
TA	79	 Kolze Changizi Sebastian	Tudor Pro Cycling Team			,,
TA	80	 Aleotti Giovanni	Red Bull - BORA - hansgrohe			,,
TA	81	 Rolland Brieuc	Groupama - FDJ United			,,
TA	82	 Verstrynge Emiel	Alpecin-Premier Tech			,,
TA	83	 Alaphilippe Julian	Tudor Pro Cycling Team			,,
TA	84	 Wilksch Hannes	Tudor Pro Cycling Team			,,
TA	85	 Kielich Timo	Team Visma | Lease a Bike			,,
TA	86	 Tonelli Alessandro	Team Polti VisitMalta			,,
TA	87	 Fiorelli Filippo	Team Visma | Lease a Bike			,,
TA	88	 Miholjević Fran	Bahrain - Victorious			,,
TA	89	 Bilbao Pello	Bahrain - Victorious			,,
TA	90	 Valter Attila	Bahrain - Victorious			,,
TA	91	 Warbasse Larry	Tudor Pro Cycling Team			,,
TA	92	 Kruijswijk Steven	Team Visma | Lease a Bike			,,
TA	93	 Madouas Valentin	Groupama - FDJ United			,,
TA	94	 Rex Tim	Team Visma | Lease a Bike			,,
TA	95	 Nerurkar Lukas	EF Education - EasyPost			,,
TA	96	 Doull Owain	Team Visma | Lease a Bike			,,
TA	97	 Tarozzi Manuele	Bardiani CSF 7 Saber			,,
TA	98	 Azparren Xabier Mikel 	Pinarello Q36.5 Pro Cycling Team			,,
TA	99	 Neilands Krists	NSN Cycling Team			,,
TA	100	 Schultz Nick	NSN Cycling Team			,,
TA	101	 Otruba Jakub	Caja Rural - Seguros RGA			,,
TA	102	 Livyns Arjen	XDS Astana Team			,,
TA	103	 Gaffuri Mattia	Team Picnic PostNL			,,
TA	104	 Arcas Jorge	Movistar Team			,,
TA	105	 Sevilla Diego Pablo	Team Polti VisitMalta			,,
TA	106	 Haig Jack	INEOS Grenadiers			,,
TA	107	 van der Poel Mathieu	Alpecin-Premier Tech			,,
TA	108	 Juul-Jensen Christopher	Team Jayco AlUla			,,
TA	109	 van Aert Wout	Team Visma | Lease a Bike			,,
TA	110	 Lapeira Paul	Decathlon CMA CGM Team			,,
TA	111	 Rivera Brandon Smith	INEOS Grenadiers			,,
TA	112	 Slock Liam	Lotto Intermarché			,,
TA	113	 Artz Huub	Lotto Intermarché			,,
TA	114	 Ghebreigzabhier Amanuel	Lidl - Trek			,,
TA	115	 Tratnik Jan	Red Bull - BORA - hansgrohe			,,
TA	116	 Kench Josh	Groupama - FDJ United			,,
TA	117	 Geniets Kevin	Groupama - FDJ United			,,
TA	118	 Mühlberger Gregor	Decathlon CMA CGM Team			,,
TA	119	 Parisini Nicolò	Pinarello Q36.5 Pro Cycling Team			,,
TA	120	 Peace Oliver	Team Picnic PostNL			02:17
TA	121	 Shaw James	EF Education - EasyPost			*0:00
TA	122	 Mihkels Madis	EF Education - EasyPost			*,,
TA	123	 del Toro Isaac	UAE Team Emirates - XRG			*,,
TA	124	 Christen Jan	UAE Team Emirates - XRG			*,,
TA	125	 Novak Domen	UAE Team Emirates - XRG			*,,
TA	126	 Großschartner Felix	UAE Team Emirates - XRG			*,,
TA	127	 Cosnefroy Benoît	UAE Team Emirates - XRG			*,,
TA	128	 Vermaerke Kevin	UAE Team Emirates - XRG			*,,
TA	129	 Philipsen Jasper	Alpecin-Premier Tech			*,,
TA	130	 Bastiaens Ayco	Soudal Quick-Step			*,,
TA	131	 Vervaeke Louis	Soudal Quick-Step			*,,
TA	132	 Planckaert Edward	Alpecin-Premier Tech			*,,
TA	133	 Magnier Paul	Soudal Quick-Step			*,,
TA	134	 Flynn Sean	Team Picnic PostNL			07:53
TA	135	 Faure Prost Alexy	Team Picnic PostNL			,,
TA	136	 Holter Ådne	Uno-X Mobility			,,
TA	137	 Marcellusi Martin	Bardiani CSF 7 Saber			,,
TA	138	 Zanoncello Enrico	Bardiani CSF 7 Saber			,,
TA	139	 Dillier Silvan	Alpecin-Premier Tech			,,
TA	140	 Walscheid Max	Lidl - Trek			,,
TA	141	 Viviani Attilio	Solution Tech NIPPO Rali			,,
TA	142	 Consonni Simone	Lidl - Trek			,,
TA	143	 Ermakov Roman	Bahrain - Victorious			,,
TA	144	 Bou Joan	Caja Rural - Seguros RGA			,,
TA	145	 Meo Felix James	Solution Tech NIPPO Rali			,,
TA	146	 Adrià Roger	Movistar Team			,,
TA	147	 Gudmestad Tord	Decathlon CMA CGM Team			,,
TA	148	 Pedersen Rasmus Søjberg	Decathlon CMA CGM Team			,,
TA	149	 Giaimi Luca	UAE Team Emirates - XRG			,,
TA	150	 Albanese Vincenzo	EF Education - EasyPost			,,
TA	151	 Moro Manlio	Movistar Team			,,
TA	152	 Iacchi Alessandro	Solution Tech NIPPO Rali			,,
TA	153	 De Pretto Davide	Team Jayco AlUla			,,
TA	DNF	 Fernández Samuel	Caja Rural - Seguros RGA			
TA	DNF	 van Poppel Danny	Red Bull - BORA - hansgrohe			
TA	DNF	 Moscon Gianni	Red Bull - BORA - hansgrohe			
TA	DNF	 Beullens Cedric	Lotto Intermarché			
TA	DNF	 Stenico Mattia	Bardiani CSF 7 Saber			
TA	DNS	 Kron Andreas	Uno-X Mobility			
MSR	1	 Pogačar Tadej	UAE Team Emirates - XRG	800	275	06:35:49
MSR	2	 Pidcock Thomas	Pinarello Q36.5 Pro Cycling Team	640	200	,,
MSR	3	 van Aert Wout	Team Visma | Lease a Bike	520	150	00:04
MSR	4	 Pedersen Mads	Lidl - Trek	440	120	,,
MSR	5	 Strong Corbin	NSN Cycling Team	360	100	,,
MSR	6	 Vendrame Andrea	Team Jayco AlUla	280	90	,,
MSR	7	 Stuyven Jasper	Soudal Quick-Step	240	80	,,
MSR	8	 van der Poel Mathieu	Alpecin-Premier Tech	200	70	,,
MSR	9	 Trentin Matteo	Tudor Pro Cycling Team	160	60	,,
MSR	10	 Zambanini Edoardo	Bahrain - Victorious	135	50	,,
MSR	11	 Berckmoes Jenno	Lotto Intermarché	110	46	,,
MSR	12	 Aranburu Alex	Cofidis	95	42	,,
MSR	13	 Andresen Tobias Lund	Decathlon CMA CGM Team	85	38	,,
MSR	14	 Teunissen Mike	XDS Astana Team	65	34	,,
MSR	15	 Mohorič Matej	Bahrain - Victorious	55	30	,,
MSR	16	 Laporte Christophe	Team Visma | Lease a Bike	50	28	,,
MSR	17	 Lapeira Paul	Decathlon CMA CGM Team	50	26	,,
MSR	18	 Grégoire Romain	Groupama - FDJ United	50	24	,,
MSR	19	 Pithie Laurence	Red Bull - BORA - hansgrohe	50	22	,,
MSR	20	 Barrenetxea Jon	Movistar Team	50	20	,,
MSR	21	 Tronchon Bastien	Groupama - FDJ United	30	19	,,
MSR	22	 Coquard Bryan	Cofidis	30	18	,,
MSR	23	 Silva Guillermo Thomas	XDS Astana Team	30	17	,,
MSR	24	 Abrahamsen Jonas	Uno-X Mobility	30	16	,,
